Orthogroup	Populus_trichocarpa	Salix_dunnii
OG0000019	Populus_trichocarpa|Potri.015G014850, Populus_trichocarpa|Potri.015G015650, Populus_trichocarpa|Potri.015G015275, Populus_trichocarpa|Potri.015G015501	Salix_dunnii|Safaf15G0013800, Salix_dunnii|Safaf15G0014000, Salix_dunnii|Safaf15G0011200, Salix_dunnii|Safaf15G0011300
OG0000019	Populus_trichocarpa|Potri.015G015800	Salix_dunnii|Safaf15G0014100, Salix_dunnii|Safaf15G0014400
OG0000019	Populus_trichocarpa|Potri.015G016100, Populus_trichocarpa|Potri.015G016000	Salix_dunnii|Safaf15G0014300, Salix_dunnii|Safaf15G0014500, Salix_dunnii|Safaf15G0014700, Salix_dunnii|Safaf15G0014800
OG0000019	Populus_trichocarpa|Potri.015G016450, Populus_trichocarpa|Potri.015G017000, Populus_trichocarpa|Potri.015G016901, Populus_trichocarpa|Potri.015G016700	Salix_dunnii|Safaf15G0011400, Salix_dunnii|Safaf15G0014900, Salix_dunnii|Safaf15G0015000, Salix_dunnii|Safaf15G0015100
OG0000019	Populus_trichocarpa|Potri.012G012850, Populus_trichocarpa|Potri.012G012950	Salix_dunnii|Safaf12G0015700, Salix_dunnii|Safaf12G0015600
OG0000019	Populus_trichocarpa|Potri.012G013000	Salix_dunnii|Safaf12G0014300, Salix_dunnii|Safaf12G0015300, Salix_dunnii|Safaf12G0015400, Salix_dunnii|Safaf12G0014200, Salix_dunnii|Safaf12G0014400, Salix_dunnii|Safaf12G0014100
OG0000020	Populus_trichocarpa|Potri.003G006300, Populus_trichocarpa|Potri.004G224400	Salix_dunnii|SafafUnG0002200
OG0000020	Populus_trichocarpa|Potri.001G285500	Salix_dunnii|Safaf16G0168700
OG0000020	Populus_trichocarpa|Potri.009G079700	Salix_dunnii|Safaf09G0063700
OG0000020	Populus_trichocarpa|Potri.012G017600	Salix_dunnii|Safaf12G0010500
OG0000020	Populus_trichocarpa|Potri.001G087500	Salix_dunnii|Safaf01G0067400
OG0000020	Populus_trichocarpa|Potri.003G143600	Salix_dunnii|Safaf03G0108700
OG0000020	Populus_trichocarpa|Potri.003G184000	Salix_dunnii|Safaf03G0142100
OG0000020	Populus_trichocarpa|Potri.001G042600	Salix_dunnii|Safaf01G0031700
OG0000020	Populus_trichocarpa|Potri.001G042700	Salix_dunnii|Safaf01G0031800
OG0000020	Populus_trichocarpa|Potri.010G206600	Salix_dunnii|Safaf10G0160000, Salix_dunnii|Safaf10G0159900, Salix_dunnii|Safaf10G0160100
OG0000020	Populus_trichocarpa|Potri.008G054000	Salix_dunnii|Safaf08G0041800
OG0000020	Populus_trichocarpa|Potri.010G205800	Salix_dunnii|Safaf10G0159100
OG0000020	Populus_trichocarpa|Potri.010G205700	Salix_dunnii|Safaf08G0042400, Salix_dunnii|Safaf08G0042300, Salix_dunnii|Safaf10G0159000
OG0000021	Populus_trichocarpa|Potri.002G121100	Salix_dunnii|Safaf02G0101900
OG0000021	Populus_trichocarpa|Potri.014G021700	Salix_dunnii|Safaf14G0011300
OG0000022	Populus_trichocarpa|Potri.009G012400	Salix_dunnii|Safaf09G0009500
OG0000022	Populus_trichocarpa|Potri.011G044300	Salix_dunnii|Safaf11G0025500
OG0000022	Populus_trichocarpa|Potri.017G057900	Salix_dunnii|Safaf17G0054200
OG0000022	Populus_trichocarpa|Potri.018G062800, Populus_trichocarpa|Potri.006G139100	Salix_dunnii|Safaf06G0114000, Salix_dunnii|Safaf06G0113900, Salix_dunnii|Safaf06G0114100
OG0000022	Populus_trichocarpa|Potri.001G025800	Salix_dunnii|Safaf01G0022500
OG0000022	Populus_trichocarpa|Potri.001G025701	Salix_dunnii|Safaf01G0022400
OG0000022	Populus_trichocarpa|Potri.013G105100	Salix_dunnii|Safaf13G0084600
OG0000022	Populus_trichocarpa|Potri.005G180600	Salix_dunnii|Safaf05G0130400
OG0000022	Populus_trichocarpa|Potri.002G080700	Salix_dunnii|Safaf02G0067600
OG0000022	Populus_trichocarpa|Potri.007G018100	Salix_dunnii|Safaf05G0088500, Salix_dunnii|Safaf07G0015800
OG0000022	Populus_trichocarpa|Potri.004G159800	Salix_dunnii|Safaf04G0114100
OG0000022	Populus_trichocarpa|Potri.005G232600	Salix_dunnii|Safaf05G0175300
OG0000022	Populus_trichocarpa|Potri.006G144500	Salix_dunnii|Safaf06G0118700, Salix_dunnii|Safaf06G0124700
OG0000022	Populus_trichocarpa|Potri.003G038500	Salix_dunnii|Safaf03G0026000
OG0000022	Populus_trichocarpa|Potri.001G200400	Salix_dunnii|Safaf01G0165500
OG0000023	Populus_trichocarpa|Potri.011G162500	Salix_dunnii|Safaf11G0119400
OG0000023	Populus_trichocarpa|Potri.016G107300	Salix_dunnii|Safaf16G0091800
OG0000023	Populus_trichocarpa|Potri.006G095000	Salix_dunnii|Safaf06G0074200
OG0000023	Populus_trichocarpa|Potri.016G033200	Salix_dunnii|Safaf16G0030000
OG0000023	Populus_trichocarpa|Potri.001G272800	Salix_dunnii|Safaf16G0157000
OG0000023	Populus_trichocarpa|Potri.009G067100	Salix_dunnii|Safaf09G0052800
OG0000023	Populus_trichocarpa|Potri.006G035400	Salix_dunnii|Safaf06G0022900
OG0000023	Populus_trichocarpa|Potri.003G126800	Salix_dunnii|Safaf03G0094000
OG0000023	Populus_trichocarpa|Potri.001G104600	Salix_dunnii|Safaf01G0082300
OG0000023	Populus_trichocarpa|Potri.009G040200, Populus_trichocarpa|Potri.001G246900	Salix_dunnii|Safaf03G0093000
OG0000023	Populus_trichocarpa|Potri.001G106100	Salix_dunnii|Safaf01G0083700
OG0000023	Populus_trichocarpa|Potri.002G021800	Salix_dunnii|Safaf02G0018600
OG0000023	Populus_trichocarpa|Potri.005G239900	Salix_dunnii|Safaf05G0181600
OG0000024	Populus_trichocarpa|Potri.005G006701	Salix_dunnii|Safaf10G0076900
OG0000024	Populus_trichocarpa|Potri.005G009300	Salix_dunnii|Safaf05G0005200
OG0000024	Populus_trichocarpa|Potri.005G013800	Salix_dunnii|Safaf05G0006700
OG0000025	Populus_trichocarpa|Potri.002G009300	Salix_dunnii|Safaf02G0006600
OG0000025	Populus_trichocarpa|Potri.005G252000	Salix_dunnii|Safaf05G0192400
OG0000025	Populus_trichocarpa|Potri.002G241600	Salix_dunnii|Safaf02G0191400
OG0000025	Populus_trichocarpa|Potri.004G018400	Salix_dunnii|Safaf04G0010800, Salix_dunnii|Safaf11G0000300
OG0000025	Populus_trichocarpa|Potri.017G067900	Salix_dunnii|Safaf17G0067800
OG0000025	Populus_trichocarpa|Potri.006G133300	Salix_dunnii|Safaf06G0109600
OG0000025	Populus_trichocarpa|Potri.008G046500	Salix_dunnii|Safaf08G0035200
OG0000025	Populus_trichocarpa|Potri.010G215100	Salix_dunnii|Safaf10G0166800
OG0000025	Populus_trichocarpa|Potri.009G026500	Salix_dunnii|Safaf09G0018200
OG0000025	Populus_trichocarpa|Potri.001G234100	Salix_dunnii|Safaf16G0126600
OG0000025	Populus_trichocarpa|Potri.003G166900	Salix_dunnii|Safaf03G0128100
OG0000025	Populus_trichocarpa|Potri.001G060800	Salix_dunnii|Safaf01G0046500
OG0000025	Populus_trichocarpa|Potri.010G021500	Salix_dunnii|Safaf10G0016500
OG0000025	Populus_trichocarpa|Potri.008G205700	Salix_dunnii|Safaf08G0169400
OG0000026	Populus_trichocarpa|Potri.015G085500	Salix_dunnii|Safaf15G0075000, Salix_dunnii|Safaf15G0075100, Salix_dunnii|Safaf15G0075200, Salix_dunnii|Safaf15G0075500, Salix_dunnii|Safaf15G0074800
OG0000027	Populus_trichocarpa|Potri.002G257900	Salix_dunnii|Safaf02G0204500
OG0000027	Populus_trichocarpa|Potri.011G069600	Salix_dunnii|Safaf11G0045200
OG0000027	Populus_trichocarpa|Potri.004G059600	Salix_dunnii|Safaf04G0039900
OG0000027	Populus_trichocarpa|Potri.018G103900	Salix_dunnii|Safaf18G0084200
OG0000027	Populus_trichocarpa|Potri.002G066600	Salix_dunnii|Safaf02G0055500
OG0000027	Populus_trichocarpa|Potri.005G194200	Salix_dunnii|Safaf05G0142100
OG0000027	Populus_trichocarpa|Potri.007G076500	Salix_dunnii|Safaf07G0068800
OG0000027	Populus_trichocarpa|Potri.013G019800, Populus_trichocarpa|Potri.005G027600	Salix_dunnii|Safaf05G0016600
OG0000027	Populus_trichocarpa|Potri.006G052600	Salix_dunnii|Safaf06G0037100
OG0000027	Populus_trichocarpa|Potri.016G054900	Salix_dunnii|Safaf16G0048500
OG0000027	Populus_trichocarpa|Potri.001G266400	Salix_dunnii|Safaf16G0152800
OG0000027	Populus_trichocarpa|Potri.009G060800	Salix_dunnii|Safaf09G0047400
OG0000027	Populus_trichocarpa|Potri.018G029400	Salix_dunnii|Safaf18G0022900
OG0000027	Populus_trichocarpa|Potri.006G251900	Salix_dunnii|Safaf06G0202500
OG0000029	Populus_trichocarpa|Potri.011G028400	Salix_dunnii|Safaf11G0014200, Salix_dunnii|Safaf11G0014300, Salix_dunnii|Safaf11G0014400
OG0000029	Populus_trichocarpa|Potri.004G024900, Populus_trichocarpa|Potri.004G025900	Salix_dunnii|Safaf04G0014100
OG0000029	Populus_trichocarpa|Potri.004G026350	Salix_dunnii|Safaf04G0014200
OG0000030	Populus_trichocarpa|Potri.014G005300	Salix_dunnii|Safaf13G0108200, Salix_dunnii|Safaf13G0107200, Salix_dunnii|Safaf13G0108400, Salix_dunnii|Safaf13G0104600, Salix_dunnii|Safaf13G0105800, Salix_dunnii|Safaf13G0106000, Salix_dunnii|Safaf13G0107000, Salix_dunnii|Safaf13G0108100, Salix_dunnii|Safaf13G0106700, Salix_dunnii|Safaf13G0107500, Salix_dunnii|Safaf13G0104700, Salix_dunnii|Safaf13G0105300
OG0000030	Populus_trichocarpa|Potri.014G003401	Salix_dunnii|Safaf14G0001500
OG0000031	Populus_trichocarpa|Potri.013G083600	Salix_dunnii|Safaf13G0074500
OG0000031	Populus_trichocarpa|Potri.013G156400, Populus_trichocarpa|Potri.013G156500	Salix_dunnii|Safaf13G0122400
OG0000031	Populus_trichocarpa|Potri.014G143200	Salix_dunnii|Safaf14G0108300
OG0000031	Populus_trichocarpa|Potri.006G107000, Populus_trichocarpa|Potri.016G132900	Salix_dunnii|Safaf04G0159600
OG0000031	Populus_trichocarpa|Potri.013G156800	Salix_dunnii|Safaf13G0122600
OG0000031	Populus_trichocarpa|Potri.001G458700, Populus_trichocarpa|Potri.001G458900	Salix_dunnii|Safaf16G0284900, Salix_dunnii|Safaf16G0285000
OG0000031	Populus_trichocarpa|Potri.010G236870, Populus_trichocarpa|Potri.010G236900, Populus_trichocarpa|Potri.010G236850, Populus_trichocarpa|Potri.010G236910, Populus_trichocarpa|Potri.010G236890	Salix_dunnii|Safaf02G0055700, Salix_dunnii|Safaf10G0184300
OG0000031	Populus_trichocarpa|Potri.008G022264	Salix_dunnii|Safaf08G0060700, Salix_dunnii|Safaf08G0015500
OG0000032	Populus_trichocarpa|Potri.010G235801, Populus_trichocarpa|Potri.008G024400	Salix_dunnii|Safaf08G0016400
OG0000032	Populus_trichocarpa|Potri.009G147100	Salix_dunnii|Safaf09G0119300
OG0000032	Populus_trichocarpa|Potri.006G115000	Salix_dunnii|Safaf06G0092200
OG0000032	Populus_trichocarpa|Potri.001G251100	Salix_dunnii|Safaf16G0140100
OG0000032	Populus_trichocarpa|Potri.003G049600	Salix_dunnii|Safaf03G0029900
OG0000032	Populus_trichocarpa|Potri.001G189500	Salix_dunnii|Safaf01G0159800
OG0000032	Populus_trichocarpa|Potri.018G032900	Salix_dunnii|Safaf18G0025700
OG0000032	Populus_trichocarpa|Potri.006G248500	Salix_dunnii|Safaf06G0199800
OG0000032	Populus_trichocarpa|Potri.003G057301, Populus_trichocarpa|Potri.003G057351	Salix_dunnii|Safaf03G0034800
OG0000032	Populus_trichocarpa|Potri.001G175700	Salix_dunnii|Safaf01G0142100
OG0000032	Populus_trichocarpa|Potri.003G183200	Salix_dunnii|Safaf03G0141300
OG0000032	Populus_trichocarpa|Potri.001G048700, Populus_trichocarpa|Potri.001G048800	Salix_dunnii|Safaf01G0036700
OG0000032	Populus_trichocarpa|Potri.003G178900, Populus_trichocarpa|Potri.003G179000	Salix_dunnii|Safaf03G0138300
OG0000033	Populus_trichocarpa|Potri.004G165900	Salix_dunnii|Safaf04G0118500
OG0000033	Populus_trichocarpa|Potri.009G127300	Salix_dunnii|Safaf09G0104400
OG0000033	Populus_trichocarpa|Potri.009G127100	Salix_dunnii|Safaf09G0104200
OG0000033	Populus_trichocarpa|Potri.004G164800, Populus_trichocarpa|Potri.004G165200	Salix_dunnii|Safaf09G0103900
OG0000033	Populus_trichocarpa|Potri.009G126900	Salix_dunnii|Safaf09G0104100
OG0000034	Populus_trichocarpa|Potri.001G238700	Salix_dunnii|Safaf16G0130000
OG0000034	Populus_trichocarpa|Potri.010G195700	Salix_dunnii|Safaf10G0149500
OG0000034	Populus_trichocarpa|Potri.008G062300, Populus_trichocarpa|Potri.008G062350	Salix_dunnii|Safaf08G0049900
OG0000034	Populus_trichocarpa|Potri.009G039200	Salix_dunnii|Safaf09G0030000
OG0000034	Populus_trichocarpa|Potri.009G147900	Salix_dunnii|Safaf04G0133400
OG0000034	Populus_trichocarpa|Potri.001G254700	Salix_dunnii|Safaf16G0142900
OG0000034	Populus_trichocarpa|Potri.019G081200	Salix_dunnii|Safaf19G0086100, Salix_dunnii|Safaf19G0086000, Salix_dunnii|Safaf19G0086300, Salix_dunnii|Safaf19G0085900
OG0000035	Populus_trichocarpa|Potri.001G395700, Populus_trichocarpa|Potri.001G395400, Populus_trichocarpa|Potri.001G395900	Salix_dunnii|Safaf11G0113800
OG0000035	Populus_trichocarpa|Potri.017G094700	Salix_dunnii|Safaf17G0092000
OG0000035	Populus_trichocarpa|Potri.004G109800, Populus_trichocarpa|Potri.004G110700, Populus_trichocarpa|Potri.004G109300, Populus_trichocarpa|Potri.004G110400, Populus_trichocarpa|Potri.004G110640	Salix_dunnii|Safaf04G0076900
OG0000035	Populus_trichocarpa|Potri.010G208100	Salix_dunnii|Safaf10G0161300, Salix_dunnii|Safaf10G0161500
OG0000035	Populus_trichocarpa|Potri.009G019700	Salix_dunnii|Safaf09G0012800
OG0000035	Populus_trichocarpa|Potri.004G120700	Salix_dunnii|Safaf04G0072300
OG0000035	Populus_trichocarpa|Potri.004G103100, Populus_trichocarpa|Potri.004G103300, Populus_trichocarpa|Potri.004G103200	Salix_dunnii|Safaf17G0091900
OG0000035	Populus_trichocarpa|Potri.001G455150	Salix_dunnii|Safaf16G0298900, Salix_dunnii|Safaf16G0298500, Salix_dunnii|Safaf16G0298700, Salix_dunnii|Safaf16G0298800, Salix_dunnii|Safaf16G0300300
OG0000035	Populus_trichocarpa|Potri.004G093800	Salix_dunnii|Safaf04G0065700, Salix_dunnii|Safaf04G0065800, Salix_dunnii|Safaf04G0066100, Salix_dunnii|Safaf04G0066400, Salix_dunnii|Safaf04G0065900, Salix_dunnii|Safaf04G0066500, Salix_dunnii|Safaf04G0066200
OG0000035	Populus_trichocarpa|Potri.004G096200, Populus_trichocarpa|Potri.004G096066, Populus_trichocarpa|Potri.004G096132, Populus_trichocarpa|Potri.004G096300, Populus_trichocarpa|Potri.004G096425	Salix_dunnii|Safaf07G0067200, Salix_dunnii|Safaf04G0068500, Salix_dunnii|Safaf04G0068200
OG0000036	Populus_trichocarpa|Potri.001G420000	Salix_dunnii|Safaf16G0292000, Salix_dunnii|Safaf16G0261100
OG0000036	Populus_trichocarpa|Potri.001G426750	Salix_dunnii|Safaf16G0287900, Salix_dunnii|Safaf16G0288300
OG0000039	Populus_trichocarpa|Potri.009G085000	Salix_dunnii|Safaf09G0068300
OG0000039	Populus_trichocarpa|Potri.002G112100	Salix_dunnii|Safaf02G0094500
OG0000039	Populus_trichocarpa|Potri.006G236000	Salix_dunnii|Safaf06G0188000
OG0000039	Populus_trichocarpa|Potri.011G167532	Salix_dunnii|Safaf11G0122300
OG0000039	Populus_trichocarpa|Potri.001G470000	Salix_dunnii|Safaf16G0307900
OG0000039	Populus_trichocarpa|Potri.009G133600	Salix_dunnii|Safaf09G0109200
OG0000039	Populus_trichocarpa|Potri.005G068900	Salix_dunnii|Safaf05G0042800
OG0000039	Populus_trichocarpa|Potri.007G100100	Salix_dunnii|Safaf07G0087100
OG0000039	Populus_trichocarpa|Potri.002G079700, Populus_trichocarpa|Potri.002G079500	Salix_dunnii|Safaf02G0066900
OG0000039	Populus_trichocarpa|Potri.005G181600	Salix_dunnii|Safaf05G0131300
OG0000039	Populus_trichocarpa|Potri.002G080066, Populus_trichocarpa|Potri.002G079400	Salix_dunnii|Safaf02G0066800
OG0000040	Populus_trichocarpa|Potri.008G189700	Salix_dunnii|Safaf08G0155900
OG0000040	Populus_trichocarpa|Potri.010G041401	Salix_dunnii|Safaf10G0026300
OG0000040	Populus_trichocarpa|Potri.006G242800	Salix_dunnii|Safaf06G0194700
OG0000040	Populus_trichocarpa|Potri.004G153600	Salix_dunnii|Safaf04G0109600
OG0000040	Populus_trichocarpa|Potri.009G115200	Salix_dunnii|Safaf09G0093600
OG0000040	Populus_trichocarpa|Potri.003G053301	Salix_dunnii|Safaf03G0031000
OG0000040	Populus_trichocarpa|Potri.001G183000	Salix_dunnii|Safaf01G0150900, Salix_dunnii|Safaf01G0151100
OG0000040	Populus_trichocarpa|Potri.010G132900	Salix_dunnii|Safaf10G0099100
OG0000040	Populus_trichocarpa|Potri.008G111600	Salix_dunnii|Safaf08G0090000
OG0000040	Populus_trichocarpa|Potri.017G110400	Salix_dunnii|Safaf17G0103700
OG0000040	Populus_trichocarpa|Potri.004G105200	Salix_dunnii|Safaf04G0080000
OG0000041	Populus_trichocarpa|Potri.010G138400	Salix_dunnii|Safaf10G0104300, Salix_dunnii|Safaf10G0104600, Salix_dunnii|Safaf10G0104400
OG0000041	Populus_trichocarpa|Potri.001G036700	Salix_dunnii|Safaf01G0028500
OG0000041	Populus_trichocarpa|Potri.003G189100	Salix_dunnii|Safaf03G0145800, Salix_dunnii|Safaf03G0145200, Salix_dunnii|Safaf03G0145000, Salix_dunnii|Safaf03G0145900, Salix_dunnii|Safaf03G0145600, Salix_dunnii|Safaf03G0145500
OG0000041	Populus_trichocarpa|Potri.001G036600, Populus_trichocarpa|Potri.001G036500	Salix_dunnii|Safaf05G0164900, Salix_dunnii|Safaf16G0054800
OG0000041	Populus_trichocarpa|Potri.003G193250	Salix_dunnii|Safaf03G0148900
OG0000041	Populus_trichocarpa|Potri.003G193500	Salix_dunnii|Safaf03G0149200
OG0000041	Populus_trichocarpa|Potri.017G100400, Populus_trichocarpa|Potri.017G100500	Salix_dunnii|Safaf17G0097300
OG0000042	Populus_trichocarpa|Potri.014G132500	Salix_dunnii|Safaf14G0099100
OG0000042	Populus_trichocarpa|Potri.001G045200, Populus_trichocarpa|Potri.001G069650, Populus_trichocarpa|Potri.001G069799	Salix_dunnii|Safaf01G0051000
OG0000042	Populus_trichocarpa|Potri.007G068200, Populus_trichocarpa|Potri.005G095900, Populus_trichocarpa|Potri.003G148200	Salix_dunnii|Safaf03G0113000
OG0000042	Populus_trichocarpa|Potri.009G073500	Salix_dunnii|Safaf09G0058200
OG0000042	Populus_trichocarpa|Potri.002G237500	Salix_dunnii|Safaf02G0188300
OG0000042	Populus_trichocarpa|Potri.014G144900	Salix_dunnii|Safaf14G0109300
OG0000042	Populus_trichocarpa|Potri.003G133900	Salix_dunnii|Safaf03G0100300
OG0000042	Populus_trichocarpa|Potri.013G083400	Salix_dunnii|Safaf13G0074600
OG0000042	Populus_trichocarpa|Potri.019G056500	Salix_dunnii|Safaf19G0066000
OG0000042	Populus_trichocarpa|Potri.008G147400	Salix_dunnii|Safaf08G0119300
OG0000042	Populus_trichocarpa|Potri.010G094300	Salix_dunnii|Safaf10G0070200
OG0000043	Populus_trichocarpa|Potri.007G040400	Salix_dunnii|Safaf07G0037500
OG0000043	Populus_trichocarpa|Potri.002G128300	Salix_dunnii|Safaf02G0109000
OG0000044	Populus_trichocarpa|Potri.018G106100	Salix_dunnii|Safaf18G0085800
OG0000044	Populus_trichocarpa|Potri.003G183000, Populus_trichocarpa|Potri.001G043900	Salix_dunnii|Safaf01G0032900
OG0000044	Populus_trichocarpa|Potri.009G010700	Salix_dunnii|Safaf09G0007200
OG0000044	Populus_trichocarpa|Potri.013G108200	Salix_dunnii|Safaf13G0086900
OG0000044	Populus_trichocarpa|Potri.017G067000	Salix_dunnii|Safaf17G0066000
OG0000044	Populus_trichocarpa|Potri.018G097600	Salix_dunnii|Safaf18G0079200
OG0000044	Populus_trichocarpa|Potri.018G009200	Salix_dunnii|Safaf18G0007000
OG0000044	Populus_trichocarpa|Potri.006G271480	Salix_dunnii|Safaf06G0217600
OG0000044	Populus_trichocarpa|Potri.002G170000	Salix_dunnii|Safaf02G0142500, Salix_dunnii|Safaf06G0138300
OG0000044	Populus_trichocarpa|Potri.014G097900	Salix_dunnii|Safaf14G0069200
OG0000044	Populus_trichocarpa|Potri.015G019100	Salix_dunnii|Safaf15G0017000
OG0000044	Populus_trichocarpa|Potri.012G002200	Salix_dunnii|Safaf12G0016900, Salix_dunnii|Safaf12G0017000, Salix_dunnii|Safaf12G0017100
OG0000045	Populus_trichocarpa|Potri.002G042300	Salix_dunnii|Safaf02G0035300
OG0000045	Populus_trichocarpa|Potri.010G075800	Salix_dunnii|Safaf10G0033900
OG0000045	Populus_trichocarpa|Potri.010G075400, Populus_trichocarpa|Potri.010G075200, Populus_trichocarpa|Potri.010G075600	Salix_dunnii|Safaf10G0034300, Salix_dunnii|Safaf10G0034100
OG0000045	Populus_trichocarpa|Potri.009G028300, Populus_trichocarpa|Potri.010G075300, Populus_trichocarpa|Potri.010G075501	Salix_dunnii|Safaf10G0034000, Salix_dunnii|Safaf10G0034200
OG0000045	Populus_trichocarpa|Potri.006G212000	Salix_dunnii|Safaf06G0166600
OG0000045	Populus_trichocarpa|Potri.016G078900, Populus_trichocarpa|Potri.016G079050	Salix_dunnii|Safaf16G0070800, Salix_dunnii|Safaf16G0071300
OG0000045	Populus_trichocarpa|Potri.005G221000	Salix_dunnii|Safaf05G0164500
OG0000045	Populus_trichocarpa|Potri.011G110100, Populus_trichocarpa|Potri.011G110400	Salix_dunnii|Safaf11G0075900
OG0000046	Populus_trichocarpa|Potri.011G130951, Populus_trichocarpa|Potri.011G130800, Populus_trichocarpa|Potri.011G130850, Populus_trichocarpa|Potri.011G131001, Populus_trichocarpa|Potri.011G131051	Salix_dunnii|Safaf11G0095300, Salix_dunnii|Safaf11G0095400
OG0000046	Populus_trichocarpa|Potri.008G223166, Populus_trichocarpa|Potri.007G075000, Populus_trichocarpa|Potri.007G074850, Populus_trichocarpa|Potri.007G074900, Populus_trichocarpa|Potri.007G074300	Salix_dunnii|Safaf07G0066900
OG0000047	Populus_trichocarpa|Potri.005G256100	Salix_dunnii|Safaf05G0195800
OG0000047	Populus_trichocarpa|Potri.002G005500	Salix_dunnii|Safaf02G0003800
OG0000047	Populus_trichocarpa|Potri.010G071500	Salix_dunnii|Safaf10G0037500, Salix_dunnii|Safaf08G0136900
OG0000047	Populus_trichocarpa|Potri.005G175500, Populus_trichocarpa|Potri.005G175700	Salix_dunnii|Safaf05G0126100
OG0000047	Populus_trichocarpa|Potri.001G318500	Salix_dunnii|Safaf16G0196600
OG0000047	Populus_trichocarpa|Potri.002G038900	Salix_dunnii|Safaf02G0032200
OG0000047	Populus_trichocarpa|Potri.005G223600	Salix_dunnii|Safaf05G0167400
OG0000047	Populus_trichocarpa|Potri.019G061900	Salix_dunnii|Safaf19G0069800
OG0000048	Populus_trichocarpa|Potri.006G079200	Salix_dunnii|Safaf06G0060500
OG0000048	Populus_trichocarpa|Potri.007G002200	Salix_dunnii|Safaf07G0002200
OG0000048	Populus_trichocarpa|Potri.006G079300	Salix_dunnii|Safaf06G0060600
